Date,T1,T2
2018-01-09-15:14:42,0.001,-0.023
2018-01-09-15:14:47,-0.002,-0.022
2018-01-09-15:14:52,-0.003,-0.021
2018-01-09-15:14:57,0,-0.023
2018-01-09-15:15:02,0,-0.02
2018-01-09-15:15:07,-0.001,-0.021
2018-01-09-15:15:12,0,-0.024
2018-01-09-15:15:17,0,-0.021
2018-01-09-15:15:22,0.001,-0.021
2018-01-09-15:15:27,0,-0.024
2018-01-09-15:15:32,0,-0.022
2018-01-09-15:15:37,0,-0.024
2018-01-09-15:15:42,-0.001,-0.026
2018-01-09-15:15:47,-0.001,-0.024
2018-01-09-15:15:52,-0.002,-0.023
2018-01-09-15:15:57,-0.002,-0.025
2018-01-09-15:16:02,-0.001,-0.022
2018-01-09-15:16:07,-0.002,-0.023
2018-01-09-15:16:12,0,-0.024
2018-01-09-15:16:17,-0.002,-0.022
2018-01-09-15:16:22,0,-0.024
2018-01-09-15:16:27,0,-0.022
2018-01-09-15:16:32,-0.001,-0.022
2018-01-09-15:16:37,0.001,-0.025
2018-01-09-15:16:42,0,-0.023
2018-01-09-15:16:47,-0.002,-0.021
2018-01-09-15:16:52,-0.001,-0.025
2018-01-09-15:16:57,-0.001,-0.024
2018-01-09-15:17:02,-0.001,-0.022
2018-01-09-15:17:07,-0.001,-0.026
2018-01-09-15:17:12,0.001,-0.022
2018-01-09-15:17:17,-0.002,-0.02
2018-01-09-15:17:22,-0.003,-0.024
2018-01-09-15:17:27,-0.003,-0.024
2018-01-09-15:17:32,-0.004,-0.023
2018-01-09-15:17:37,-0.002,-0.023
2018-01-09-15:17:42,0,-0.022
2018-01-09-15:17:47,-0.001,-0.022
2018-01-09-15:17:52,0.001,-0.025
2018-01-09-15:17:57,0.001,-0.023
2018-01-09-15:18:02,0,-0.022
2018-01-09-15:18:07,0,-0.027
2018-01-09-15:18:12,0,-0.025
2018-01-09-15:18:17,-0.001,-0.024
2018-01-09-15:18:22,0,-0.025
2018-01-09-15:18:27,0.001,-0.025
2018-01-09-15:18:32,-0.001,-0.024
2018-01-09-15:18:37,0,-0.024
2018-01-09-15:18:42,-0.001,-0.024
2018-01-09-15:18:47,-0.001,-0.023
2018-01-09-15:18:52,0,-0.026
2018-01-09-15:18:57,0.001,-0.025
2018-01-09-15:19:02,0.002,-0.023
2018-01-09-15:19:07,0,-0.025
2018-01-09-15:19:12,-0.001,-0.025
2018-01-09-15:19:17,-0.004,-0.023
2018-01-09-15:19:22,-0.001,-0.025
2018-01-09-15:19:27,-0.001,-0.024
2018-01-09-15:19:32,-0.002,-0.023
2018-01-09-15:19:37,0.002,-0.026
2018-01-09-15:19:42,0.001,-0.025
2018-01-09-15:19:47,0.001,-0.023
2018-01-09-15:19:52,0,-0.026
2018-01-09-15:19:57,0.001,-0.026
2018-01-09-15:20:02,-0.002,-0.025
2018-01-09-15:20:07,0.001,-0.025
2018-01-09-15:20:12,0.001,-0.025
2018-01-09-15:20:17,0,-0.022
2018-01-09-15:20:22,-0.001,-0.025
2018-01-09-15:20:27,-0.001,-0.024
2018-01-09-15:20:32,-0.001,-0.024
2018-01-09-15:20:37,0,-0.027
2018-01-09-15:20:42,0,-0.026
2018-01-09-15:20:47,0.001,-0.025
2018-01-09-15:20:52,0.001,-0.026
2018-01-09-15:20:57,0,-0.026
2018-01-09-15:21:02,-0.002,-0.025
2018-01-09-15:21:07,-0.004,-0.025
2018-01-09-15:21:12,-0.001,-0.025
2018-01-09-15:21:17,-0.004,-0.024
2018-01-09-15:21:22,-0.002,-0.026
2018-01-09-15:21:27,-0.001,-0.026
2018-01-09-15:21:32,-0.001,-0.024
2018-01-09-15:21:37,0.001,-0.026
2018-01-09-15:21:42,-0.001,-0.025
2018-01-09-15:21:47,0.001,-0.025
2018-01-09-15:21:52,-0.001,-0.027
2018-01-09-15:21:57,0,-0.027
2018-01-09-15:22:02,-0.001,-0.025
2018-01-09-15:22:07,0,-0.026
2018-01-09-15:22:12,0,-0.027
2018-01-09-15:22:17,-0.002,-0.025
2018-01-09-15:22:22,-0.001,-0.026
2018-01-09-15:22:27,-0.001,-0.027
2018-01-09-15:22:32,0,-0.025
2018-01-09-15:22:37,0.001,-0.029
2018-01-09-15:22:42,0.002,-0.027
2018-01-09-15:22:47,-0.001,-0.025
2018-01-09-15:22:52,-0.001,-0.027
2018-01-09-15:22:57,-0.002,-0.027
2018-01-09-15:23:02,-0.001,-0.025
